customer,merchant,fraud,inr_amount,txn_count_customer,is_high_amount,category_fraud_rate,txn_count_category,customer_fraud_rate,merchant_fraud_rate,txn_count_merch,categoy__'es_barsandrestaurants',categoy__'es_contents',categoy__'es_fashion',categoy__'es_food',categoy__'es_health',categoy__'es_home',categoy__'es_hotelservices',categoy__'es_hyper',categoy__'es_leisure',categoy__'es_otherservices',categoy__'es_sportsandtoys',categoy__'es_tech',categoy__'es_transportation',categoy__'es_travel',categoy__'es_wellnessandbeauty'
'C2072009750','M348934600',0,6021.55,15,0,0.0,505119,0.0,0.0,32343,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1497895052','M1823072687',0,996.97,87,0,0.0,505119,0.0,0.0,103689,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1345265337','M348934600',0,1116.13,107,0,0.0,505119,0.0186915887850467,0.0,150645,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1341662543','M1823072687',0,427.98,99,0,0.0,505119,0.0,0.0,179537,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C128812892','M85975013',0,796.39,57,0,0.0,26254,0.0175438596491228,0.0,6140,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C486996910','M348934600',0,2964.11,49,0,0.0,505119,0.0204081632653061,0.0,88326,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1754543106','M348934600',0,2105.16,115,0,0.0,505119,0.0,0.0,165097,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1297995542','M1823072687',0,1740.73,141,0,0.0,505119,0.0,0.0,222871,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C710270523','M1535107174',0,8211.12,4,1,0.0475937955720535,15086,0.0,0.0577069096431283,1317,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
'C1988025089','M348934600',0,6.95,45,0,0.0,505119,0.0,0.0,70355,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1718318682','M1823072687',0,2516.26,161,0,0.0,505119,0.0,0.0,260357,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1054818236','M1823072687',0,3057.45,135,0,0.0,505119,0.0,0.0,205582,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1882101149','M1823072687',0,570.98,49,0,0.0,505119,0.0,0.0,43257,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C490092965','M855959430',0,2660.25,56,0,0.0459166939980321,6098,0.0,0.0362347380858605,2539,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
'C2085650948','M1823072687',0,1102.23,133,0,0.0,505119,0.0,0.0,195416,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C183456137','M85975013',0,294.92,14,0,0.0,26254,0.3571428571428571,0.0,19105,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C1410823375','M1823072687',0,2631.45,115,0,0.0,505119,0.0434782608695652,0.0,236939,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C259158925','M348934600',0,4934.22,145,0,0.0,505119,0.0,0.0,197850,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C10745331','M1823072687',0,4109.03,54,0,0.0,505119,0.0,0.0,57882,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1511894714','M1823072687',0,4064.35,73,0,0.0,505119,0.0,0.0,138699,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1873506157','M1946091778',0,9557.62,160,1,0.0475937955720535,15086,0.0,0.0,4934,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
'C1697472909','M1823072687',0,3508.27,108,0,0.0,505119,0.0,0.0,163785,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C617323407','M1535107174',0,555.09,0,0,0.0475937955720535,15086,0.0,0.06,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
'C1385406679','M348934600',0,1063.5,153,0,0.0,505119,0.0065359477124183,0.0,200982,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C59912595','M348934600',0,842.06,0,0,0.0,505119,0.0,0.0,740,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1228157206','M1946091778',0,9607.27,153,1,0.0475937955720535,15086,0.0,0.0,4552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
'C1564693206','M1823072687',0,173.78,4,0,0.0,505119,0.0,0.0,29822,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1982277917','M348934600',0,4130.88,43,0,0.0,505119,0.0930232558139534,0.0,186129,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2704357','M348934600',0,4315.58,56,0,0.0,505119,0.0,0.0,97407,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1890075917','M1823072687',0,2107.15,123,0,0.0,505119,0.008130081300813,0.0,295967,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C976805632','M348934600',0,633.53,12,0,0.0,505119,0.0833333333333333,0.0,201072,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C913863966','M1823072687',0,5935.16,110,0,0.0,505119,0.009090909090909,0.0,162078,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1542255731','M348934600',0,6191.35,81,0,0.0,505119,0.0,0.0,128371,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C429242189','M348934600',0,5164.59,62,0,0.0,505119,0.0,0.0,101338,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C391642320','M1823072687',0,631.55,36,0,0.0,505119,0.0,0.0,27548,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C200459252','M1823072687',0,1516.31,111,0,0.0,505119,0.0,0.0,143646,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C476477241','M1823072687',0,2966.09,122,0,0.0,505119,0.0,0.0,174162,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2100371435','M85975013',0,1805.27,93,0,0.0,26254,0.064516129032258,0.0,18651,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C1350793893','M855959430',0,5625.34,17,0,0.0459166939980321,6098,0.0,0.0315533980582524,824,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
'C1441133487','M348934600',0,3547.99,85,0,0.0,505119,0.0235294117647058,0.0,125672,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C403631555','M1823072687',0,2651.31,125,0,0.0,505119,0.0,0.0,183428,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1870640785','M1823072687',0,2334.54,78,0,0.0,505119,0.0,0.0,96093,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1698653726','M1823072687',0,2489.45,114,0,0.0,505119,0.0,0.0,188484,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1196149230','M1823072687',0,1836.06,129,0,0.0,505119,0.0,0.0,211389,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1692355722','M1823072687',0,719.92,98,0,0.0,505119,0.0,0.0,136973,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1204046804','M348934600',0,1889.68,131,0,0.0,505119,0.0,0.0,167936,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C879614402','M348934600',0,4608.51,17,0,0.0,505119,0.0,0.0,30727,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C781096653','M1823072687',0,3187.53,90,0,0.0,505119,0.0,0.0,114805,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C662931726','M1823072687',0,1603.69,149,0,0.0,505119,0.0,0.0,246905,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C901400531','M1823072687',0,3034.61,152,0,0.0,505119,0.0,0.0,250828,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1275518867','M348934600',0,1455.74,221,0,0.0,505119,0.502262443438914,0.0,183527,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C213197624','M1823072687',0,2293.83,57,0,0.0,505119,0.0,0.0,54440,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C781322360','M348934600',0,4985.85,3,0,0.0,505119,0.0,0.0,5950,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1692967183','M1823072687',0,1578.87,78,0,0.0,505119,0.0,0.0,106552,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1978080967','M855959430',0,3409.96,82,0,0.0459166939980321,6098,0.0,0.0389071038251366,4575,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
'C100045114','M348934600',0,3291.79,82,0,0.0,505119,0.048780487804878,0.0,188565,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1350068848','M1823072687',0,1081.38,155,0,0.0,505119,0.0,0.0,281118,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C87697988','M1913465890',0,2047.57,103,0,0.1051261389698134,16133,0.0,0.0,1872,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
'C1079965849','M348934600',0,3852.84,53,0,0.0,505119,0.0,0.0,133249,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C900337975','M348934600',0,2178.64,37,0,0.0,505119,0.0,0.0,127723,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1032319289','M85975013',0,35.75,46,0,0.0,26254,0.108695652173913,0.0,3061,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C1897708405','M348934600',0,4380.12,42,0,0.0,505119,0.0,0.0,166743,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1620825260','M1823072687',0,1906.56,69,0,0.0,505119,0.0,0.0,146695,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1963617384','M1823072687',0,6738.5,9,0,0.0,505119,0.0,0.0,5431,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C812882942','M1823072687',0,694.11,95,0,0.0,505119,0.0105263157894736,0.0,127461,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1610565169','M1823072687',0,2505.34,83,0,0.0,505119,0.0,0.0,133418,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C911078435','M348934600',0,4521.13,12,0,0.0,505119,0.0,0.0,23129,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1267749701','M85975013',0,2632.44,95,0,0.0,26254,0.0,0.0,10183,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C1254064510','M1823072687',0,1041.66,147,0,0.0,505119,0.0,0.0,225647,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1336232196','M348934600',0,6726.58,125,0,0.0,505119,0.016,0.0,170471,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1862169273','M1823072687',0,1841.02,127,0,0.0,505119,0.0,0.0,194112,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1956908177','M348934600',0,1613.62,128,0,0.0,505119,0.0,0.0,182177,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1542180842','M1823072687',0,179.73,54,0,0.0,505119,0.0,0.0,49621,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1104044396','M348934600',0,3416.91,35,0,0.0,505119,0.0,0.0,65868,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C252172114','M1823072687',0,121.15,159,0,0.0,505119,0.0,0.0,268382,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1722987449','M348934600',0,8155.51,10,1,0.0,505119,0.0,0.0,22216,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1163635747','M348934600',0,3773.4,0,0,0.0,505119,0.0,0.0,4724,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1266329800','M1823072687',0,1733.78,122,0,0.0,505119,0.0,0.0,200070,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2137381129','M50039827',0,11774.0,6,1,0.1051261389698134,16133,0.5,0.0340632603406326,411,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
'C128812892','M151143676',0,1460.7,18,0,0.0188294366860191,6373,0.0555555555555555,0.016820857863751,1189,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
'C30374753','M348934600',0,75.47,33,0,0.0,505119,0.0,0.0,61405,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C706685788','M1823072687',0,4989.82,105,0,0.0,505119,0.0095238095238095,0.0,144016,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C85388733','M1823072687',0,5205.31,90,0,0.0,505119,0.0222222222222222,0.0,226384,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1900716037','M348934600',0,1042.65,148,0,0.0,505119,0.0,0.0,201331,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1488142454','M1823072687',0,3133.91,61,0,0.0,505119,0.0,0.0,59769,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1255643141','M348934600',0,999.95,176,0,0.0,505119,0.0056818181818181,0.0,205264,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1830714840','M1823072687',0,1948.27,113,0,0.0,505119,0.0,0.0,160140,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C680687990','M348934600',0,1468.65,24,0,0.0,505119,0.0,0.0,43954,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2051145244','M348934600',0,359.47,74,0,0.0,505119,0.0,0.0,120403,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C469059843','M1053599405',0,17261.32,39,1,0.1051261389698134,16133,0.0,0.0,805,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
'C994739890','M1823072687',0,97.31,94,0,0.0,505119,0.0,0.0,123628,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1780497356','M1823072687',0,4658.16,113,0,0.0,505119,0.0088495575221238,0.0,200000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C11453786','M1823072687',0,4476.44,132,0,0.0,505119,0.0151515151515151,0.0,197974,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1461258616','M348934600',0,4489.35,116,0,0.0,505119,0.0,0.0,198829,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C123623130','M348934600',0,4821.01,136,0,0.0,505119,0.0073529411764705,0.0,181814,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1839662768','M1823072687',0,747.73,84,0,0.0,505119,0.0476190476190476,0.0,184183,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1918064652','M1823072687',0,3206.4,89,0,0.0,505119,0.0,0.0,111197,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1207205377','M348934600',0,1445.81,55,0,0.0,505119,0.0,0.0,91967,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2068909690','M348934600',0,3332.51,42,0,0.0,505119,0.0,0.0,80766,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1566647188','M348934600',0,5856.71,14,0,0.0,505119,0.0,0.0,28181,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1522289895','M1823072687',0,2277.94,50,0,0.0,505119,0.0,0.0,47461,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C684162308','M348934600',0,22.84,36,0,0.0,505119,0.0277777777777777,0.0,172395,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1192557067','M85975013',0,1044.64,96,0,0.0,26254,0.0,0.0,15176,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C732095806','M1823072687',0,1559.01,60,0,0.0,505119,0.0166666666666666,0.0,58288,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C514238360','M1823072687',0,4834.92,41,0,0.0,505119,0.0,0.0,214783,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2038018161','M1823072687',0,969.17,47,0,0.0,505119,0.0,0.0,44298,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C353418507','M1823072687',0,2856.86,13,0,0.0,505119,0.0,0.0,78340,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C262404738','M1823072687',0,5700.81,166,0,0.0,505119,0.0,0.0,288802,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1715139','M348934600',0,2995.88,119,0,0.0,505119,0.0,0.0,192484,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C735039923','M1600850729',0,9771.12,39,1,0.0179733498605515,6454,0.0,0.0,553,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
'C306854291','M348934600',0,4781.3,96,0,0.0,505119,0.0,0.0,141770,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C261768480','M1823072687',0,1266.08,88,0,0.0,505119,0.0,0.0,123998,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1151799720','M1823072687',0,1086.34,90,0,0.0,505119,0.0,0.0,113408,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1039390058','M348934600',0,4033.57,77,0,0.0,505119,0.0,0.0,118620,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2111849765','M348934600',0,3181.57,84,0,0.0,505119,0.0,0.0,127335,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C205797331','M840466850',0,24131.89,52,1,0.0666666666666666,2370,0.0,0.1387283236994219,346,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
'C39112485','M1823072687',0,5647.19,119,0,0.0,505119,0.0168067226890756,0.0,169074,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1191796691','M348934600',0,4882.58,14,0,0.0,505119,0.0,0.0,25623,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C356873706','M348934600',0,1910.53,160,0,0.0,505119,0.0,0.0,201004,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1321650743','M348934600',0,1253.17,31,0,0.0,505119,0.0,0.0,84619,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C564473555','M348934600',0,1550.07,11,0,0.0,505119,0.0,0.0,20881,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C255292461','M348934600',0,6156.6,119,0,0.0,505119,0.0,0.0,163451,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1480193980','M348934600',0,1340.55,15,0,0.0,505119,0.0666666666666666,0.0,46262,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C978276840','M1913465890',0,26522.04,71,1,0.1051261389698134,16133,0.0,0.0,642,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
'C951689990','M855959430',0,1273.03,154,0,0.0459166939980321,6098,0.0064935064935064,0.0431550317316409,5515,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
'C57136184','M348934600',0,4595.6,123,0,0.0,505119,0.024390243902439,0.0,166666,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1686098746','M348934600',0,1962.17,21,0,0.0,505119,0.238095238095238,0.0,174101,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C435572486','M1823072687',0,6195.33,79,0,0.0,505119,0.0126582278481012,0.0,285972,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1887473486','M1823072687',0,1556.03,29,0,0.0,505119,0.0,0.0,20252,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1141481813','M1823072687',0,5311.56,58,0,0.0,505119,0.0,0.0,58803,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1279668658','M1823072687',0,1289.91,71,0,0.0,505119,0.0,0.0,79857,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1088768738','M1823072687',0,6026.52,149,0,0.0,505119,0.0,0.0,243433,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1996918734','M1823072687',0,2201.48,31,0,0.0,505119,0.0,0.0,26551,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1983511229','M348934600',0,6675.94,40,0,0.0,505119,0.0,0.0,67090,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2109575612','M1823072687',0,6964.9,117,0,0.0,505119,0.0256410256410256,0.0,226948,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C75208519','M1823072687',0,1282.96,42,0,0.0,505119,0.0,0.0,34870,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C776775180','M1823072687',0,1884.71,160,0,0.0,505119,0.0,0.0,253800,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C382331420','M1823072687',0,2935.31,75,0,0.0,505119,0.0666666666666666,0.0,107728,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C215334224','M1823072687',0,923.49,154,0,0.0,505119,0.0,0.0,267296,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C128812892','M348934600',0,4061.37,164,0,0.0,505119,0.0060975609756097,0.0,201128,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C364635096','M1823072687',0,2799.27,31,0,0.0,505119,0.0,0.0,27209,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1215440829','M348934600',0,1094.29,35,0,0.0,505119,0.0,0.0,127837,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C717345438','M348934600',0,4076.26,153,0,0.0,505119,0.0,0.0,195444,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C451189693','M1823072687',0,1351.47,68,0,0.0,505119,0.0,0.0,105121,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1855857061','M348934600',0,522.32,52,0,0.0,505119,0.0769230769230769,0.0,75851,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2080088206','M348934600',0,2750.61,70,0,0.0,505119,0.0,0.0,112748,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C356873706','M1823072687',0,1291.89,1,0,0.0,505119,0.0,0.0,711,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C739658140','M1823072687',0,2361.35,105,0,0.0,505119,0.0285714285714285,0.0,207569,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1361037703','M1823072687',0,3431.81,83,0,0.0,505119,0.0,0.0,100051,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1452053500','M17379832',0,8181.33,85,1,0.4952523738130934,4002,0.0,0.631578947368421,190,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
'C268686998','M348934600',0,835.11,31,0,0.0,505119,0.0,0.0,53745,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2127479268','M348934600',0,6605.44,92,0,0.0,505119,0.0,0.0,136281,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C548185127','M348934600',0,2795.29,78,0,0.0,505119,0.0128205128205128,0.0,193745,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C578700012','M1823072687',0,5992.76,53,0,0.0,505119,0.0,0.0,56598,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1236533874','M1913465890',0,20876.83,115,1,0.1051261389698134,16133,0.008695652173913,0.0,2743,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
'C124539163','M1823072687',0,1425.95,49,0,0.0,505119,0.0408163265306122,0.0,230820,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C964866248','M348934600',0,604.74,29,0,0.0,505119,0.0,0.0,113597,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C764950264','M348934600',0,284.0,25,0,0.0,505119,0.0,0.0,177152,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1936493073','M1823072687',0,482.6,121,0,0.0,505119,0.0,0.0,173354,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1143297842','M1823072687',0,283.0,143,0,0.0,505119,0.0,0.0,268289,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1706918687','M85975013',0,4626.39,113,0,0.0,26254,0.0,0.0,20765,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C1990073844','M348934600',0,787.45,71,0,0.0,505119,0.0,0.0,109759,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1644158733','M85975013',0,4010.73,118,0,0.0,26254,0.0,0.0,13456,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C187965576','M348934600',0,1100.24,107,0,0.0,505119,0.0,0.0,167996,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1557540123','M1823072687',0,3550.97,154,0,0.0,505119,0.0,0.0,262513,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C572958608','M1823072687',0,1483.54,165,0,0.0,505119,0.0,0.0,273281,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C949023995','M348934600',0,1830.1,132,0,0.0,505119,0.0,0.0,178439,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C76780537','M1823072687',0,3555.93,160,0,0.0,505119,0.0,0.0,249609,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2132932756','M348934600',0,1532.2,52,0,0.0,505119,0.0,0.0,87103,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1459810780','M348934600',0,4448.64,12,0,0.0,505119,0.0,0.0,23713,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C187514477','M348934600',0,2002.88,7,0,0.0,505119,0.0,0.0,11701,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C354729496','M1823072687',0,4206.35,95,0,0.0,505119,0.0210526315789473,0.0,263213,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1050458046','M348934600',0,3263.0,165,0,0.0,505119,0.0181818181818181,0.0,197710,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1388726904','M1823072687',0,3186.54,37,0,0.0,505119,0.0,0.0,29218,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1600642825','M1823072687',0,1202.52,121,0,0.0,505119,0.0,0.0,186050,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1734948367','M1823072687',0,1526.24,46,0,0.0,505119,0.0434782608695652,0.0,62778,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1700873233','M348934600',0,2177.65,33,0,0.0,505119,0.0,0.0,56742,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2121874810','M85975013',0,3961.08,131,0,0.0,26254,0.0,0.0,17543,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C868096672','M348934600',0,7600.42,73,0,0.0,505119,0.0,0.0,106015,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1420603517','M348934600',0,5928.21,44,0,0.0,505119,0.0,0.0,77414,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C644590864','M85975013',0,5871.61,122,0,0.0,26254,0.0245901639344262,0.0,15406,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C100045114','M348934600',0,759.64,58,0,0.0,505119,0.0689655172413793,0.0,172102,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1402381285','M348934600',0,3764.46,5,0,0.0,505119,0.0,0.0,8998,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1513653440','M85975013',0,1415.02,129,0,0.0,26254,0.0,0.0,18629,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C578700012','M1823072687',0,3696.94,82,0,0.0,505119,0.0,0.0,109644,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1741401017','M1823072687',0,2341.49,71,0,0.0,505119,0.0,0.0,89213,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2132909556','M1823072687',0,4797.18,10,0,0.0,505119,0.0,0.0,5892,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C752612398','M1823072687',0,5461.5,48,0,0.0,505119,0.0416666666666666,0.0,241882,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C399777042','M151143676',0,147.96,61,0,0.0188294366860191,6373,0.0,0.0160513643659711,3115,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
